Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
16 July 2018, 1.1720, 131.65, 1.9558, 25.883, 7.4549, 0.88270, 322.14, 4.3013, 4.6558, 10.3333, 1.1696, 125.20, 9.4790, 7.3945, 72.9220, 5.6893, 1.5773, 4.5090, 1.5399, 7.8273, 9.1989, 16847.50, 4.2650, 80.3515, 1320.93, 22.0340, 4.7382, 1.7262, 62.691, 1.5954, 38.981, 15.4493, 
